epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,319.858,1.16717,0.79768,1.12362,0.76635,0.56969,0.68438,0.37797,1.633,1.06363,1.4086,0.00056975,0.00056975,0.00056975
181,322.271,1.13417,0.80654,1.13131,0.76635,0.56969,0.68438,0.37797,1.633,1.06363,1.4086,0.000545,0.000545,0.000545
182,324.111,1.07387,0.77813,1.11733,0.76167,0.57191,0.68394,0.37649,1.62592,1.07116,1.4033,0.00052025,0.00052025,0.00052025
183,325.596,1.06826,0.78873,1.11629,0.75274,0.59474,0.68859,0.37602,1.62731,1.07791,1.40164,0.0004955,0.0004955,0.0004955
184,326.991,1.11669,0.78758,1.11888,0.75274,0.59474,0.68859,0.37602,1.62731,1.07791,1.40164,0.00047075,0.00047075,0.00047075
185,328.483,1.10747,0.78318,1.12574,0.75615,0.58753,0.69437,0.37806,1.6237,1.08489,1.39934,0.000446,0.000446,0.000446
186,330.336,1.09214,0.77211,1.09743,0.75615,0.58753,0.69437,0.37806,1.6237,1.08489,1.39934,0.00042125,0.00042125,0.00042125
187,331.767,1.07944,0.78487,1.11874,0.71552,0.60526,0.68985,0.37357,1.62162,1.08985,1.39704,0.0003965,0.0003965,0.0003965
188,333.177,1.05857,0.76763,1.11481,0.71576,0.6,0.68762,0.36792,1.63518,1.08811,1.4053,0.00037175,0.00037175,0.00037175
189,335.692,1.05506,0.76135,1.09626,0.71576,0.6,0.68762,0.36792,1.63518,1.08811,1.4053,0.000347,0.000347,0.000347
190,337.765,1.09717,0.77311,1.10285,0.73473,0.58947,0.67948,0.36518,1.63871,1.09154,1.40945,0.00032225,0.00032225,0.00032225
191,342.281,1.09628,0.89057,1.12413,0.66897,0.61579,0.67925,0.35887,1.65573,1.09644,1.41728,0.0002975,0.0002975,0.0002975
192,344.715,1.08822,0.89092,1.13175,0.66897,0.61579,0.67925,0.35887,1.65573,1.09644,1.41728,0.00027275,0.00027275,0.00027275
193,346.262,1.14386,0.96858,1.15631,0.68992,0.61053,0.66874,0.35262,1.67667,1.11986,1.43227,0.000248,0.000248,0.000248
194,347.861,1.04786,0.84972,1.09366,0.68992,0.61053,0.66874,0.35262,1.67667,1.11986,1.43227,0.00022325,0.00022325,0.00022325
195,350.23,1.10394,0.85998,1.13428,0.69793,0.63158,0.67292,0.35013,1.69055,1.14234,1.44448,0.0001985,0.0001985,0.0001985
196,352.037,1.01607,0.80621,1.07211,0.67233,0.61579,0.65927,0.34454,1.69606,1.15744,1.44882,0.00017375,0.00017375,0.00017375
197,353.493,1.05432,0.81817,1.09959,0.67233,0.61579,0.65927,0.34454,1.69606,1.15744,1.44882,0.000149,0.000149,0.000149
198,354.876,1.09241,0.85153,1.10105,0.66318,0.61142,0.65205,0.34196,1.69841,1.16574,1.45535,0.00012425,0.00012425,0.00012425
199,356.399,1.05213,0.8101,1.11661,0.67561,0.59193,0.65005,0.34249,1.70122,1.17641,1.46451,9.95e-05,9.95e-05,9.95e-05
200,357.996,1.08497,0.82622,1.08566,0.67561,0.59193,0.65005,0.34249,1.70122,1.17641,1.46451,7.475e-05,7.475e-05,7.475e-05
